image,text1,text2
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1700799663714_0001d7cf1415429789cbc96ca5d64361.jpg,"The scene features a modern interior lobby characterized by elegant marble flooring and glass walls. The background is a dark gray with reflective surfaces, softly illuminated by warm ambient lighting. Two contemporary transparent chairs are positioned in the background, alongside a decorative wall adorned with sparkling lights, enhancing the luxurious atmosphere.","The model is wearing a fitted black floral dress with a bodycon silhouette, featuring a heart-shaped neckline and high waist. The dress has a tapered maxi skirt with a thigh-high slit on the right side. The sleeves are nine-tenths length with regular cuffs, and the dress is collarless, ensuring a sleek and contemporary appearance. There are no closures or pockets, emphasizing the clean lines of the design."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1700802775016_06f72bae9a5b4bc1a700fe472e0ca6bc.jpg,,
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1700875938617_4fb5e06a8a354177aae36ad9da0a3f00.jpg,"The scene is set in a modern indoor environment with soft beige walls and warm, neutral tones, featuring a simple wooden paneling backdrop. A wooden table is placed in the foreground, creating a minimalist decor that enhances the focus on the model and her outfit.","The model is wearing a fitted long-sleeve T-shirt that contours to the body, presenting a sleek silhouette. It features a round neckline for a classic look, straight sleeves that reach the wrists, and a waist-length hem. The design incorporates a symmetrical structure with clean seams, emphasizing a polished finish."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1700946501445_601851f210ca42ae9f9f20bd60d7b2ef.jpg,"The scene features a soft and minimalistic indoor setting with light neutral tones, predominantly beige and white. Wooden furniture adds a touch of warmth, with a clear vase holding dried flowers positioned on a wooden surface in the background, enhancing the elegant atmosphere.","The outfit consists of a fitted black T-shirt paired with a light beige skirt. The T-shirt has a slim fit silhouette, a square neckline, and short sleeves, designed for a modern casual look. The skirt is made of woven cotton, featuring a moderate puffiness and falling to a regular length, which complements the waist-length hem of the T-shirt."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1700976511037_19133193d2014773b281622d08b996d8.jpg,"The scene depicts a modern indoor setting, specifically an upscale living room. The background features a stylish sofa adorned with decorative cushions, complemented by an elegant coffee table. The color palette consists of neutral warm tones, including soft beige and brown shades, creating a sophisticated atmosphere that harmonizes with the model's outfit. The lighting is soft and ambient, emanating from ceiling fixtures, which enhances the inviting ambiance of the space.","The model wears a long-sleeve top paired with fitted black shorts. The top features a regular fit silhouette with a round neckline and straight sleeves that extend to the wrists. The hip-length hem of the top adds a contemporary touch, while the shorts maintain a balanced silhouette. The overall design includes symmetrical cut details, ensuring a casual yet stylish appearance, with no closures or pockets present in the garments."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701004425970_1e08f5a158f3415a9da2fdd099ae2825.jpg,"The scene is set in a modern living room characterized by neutral tones of gray and beige. The model is seated on a beige sofa, which complements the soft ambiance created by the warm natural light streaming in from the left side. The decor is minimalistic, featuring wooden paneling and a television, providing a contemporary backdrop that enhances the relaxed atmosphere.","The model wears a loose-fit T-shirt, designed with an asymmetrical hem that is longer at the back, contributing to its modern aesthetic. It features a round neckline and dropped shoulder sleeves, emphasizing a laid-back style. The sleeves have regular cuffs, and the garment is collarless with no front opening, making it easy to wear. The overall silhouette is relaxed, suitable for casual outings or loungewear."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701120835321_f71ebc5f1c4b4ea2a798ada08c13d6a5.jpg,"The image captures an indoor photography studio with a soft white background, creating a minimalist ambiance that emphasizes the model and her outfit. The lighting is soft and natural, coming from the left side at a slight angle, ensuring an even illumination throughout the scene.","The model is wearing a loose-fitting white blouse made from lightweight cotton. The blouse features a round neckline and drop shoulder design, enhancing its casual aesthetic. Puff sleeves add volume and a playful element to the silhouette, which is waist-length, making it ideal for pairing with high-waisted denim pants. The design includes an asymmetrical cut detailing that adds a modern twist while maintaining a cohesive look."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701129786827_f13b8ae273794a39a9933ca211ccc195.jpg,"The image features an indoor setting with a plain gray wall complemented by greenery, creating a fresh yet minimalist backdrop. The soft natural light coming from the left side creates an even illumination, enhancing the visibility of the model and the outfit without harsh shadows.","The model is wearing a stylish blouse characterized by a loose fit, featuring an asymmetrical design that adds a modern twist. It has a V-neckline that enhances the neckline elegantly, and the regular shoulders maintain a classic silhouette. The blouse showcases bell sleeves that taper at the wrist, contributing to a feminine appeal, while the waist-length hem offers a balanced proportion with the outfit."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701277036276_f8157fc27d724fb5a0e2ce28dd68531c.jpg,"The scene features an indoor setting characterized by rustic wooden interiors and exposed brick walls, which create a warm and inviting atmosphere. The wooden furniture complements the earthy tones of the background. A wooden mirror reflects the model, surrounded by small decorative items that enhance the cozy environment.","The model is wearing a fitted long sleeve top with an asymmetrical design and a deep V-neckline that adds sophistication. The sleeves are straight and wrist-length, fitting closely to the arms. The hem of the top is waist-length, offering a balanced proportion. The accompanying olive green high-waisted pants are crafted with a classic cut, providing a comfortable fit without any pockets."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701277415385_b1cb45036d2e4e9ca287a0b5398b5d99.jpg,"The image is set in a bright and clean indoor photography studio with a white background. The minimalist design features simple wall paneling, emphasizing the model and her outfit without any distracting elements.","The model is wearing a casual yet refined white shirt with a regular fit silhouette. The shirt has a mandarin collar and a button placket with decorative buttons, enhancing its aesthetic appeal. It features straight sleeves that taper slightly at the fitted cuffs, complementing the waist-length hem that can be tucked into high-waisted denim jeans. The overall silhouette is H-shaped and the design includes symmetrical cutting details."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701338625739_a97e083d4a014f39920ee9fae1abd546.jpg,"The scene is set in an outdoor natural landscape, featuring a field with gentle swaying grasses and soft pink flowers. The warm color palette of soft pink and green tones complements the overall serene atmosphere, creating a harmonious backdrop for the model.","The model is wearing a fitted traditional dress known as a Cheongsam, characterized by its elegant silhouette that contours to the body. The dress features a mandarin collar and long sleeves, enhancing the streamlined appearance. The knee-length hemline provides a modest yet stylish look, while the asymmetrical design adds a unique twist to the classic style. The closure consists of decorative button closures at the side."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/media/1701564633471_b6a6b890d086416bb6da8b080d46559d.jpg,"The scene is set in a well-lit indoor photography studio with a soft neutral background in light gray. There is a subtle green plant visible, adding a touch of nature without distracting from the model. The lighting is soft and evenly distributed, providing a flattering illumination that enhances the overall appearance of the outfit.","The model is wearing a floral blouse with an asymmetrical design, characterized by a regular fit that gently skims the body. The blouse features a collarless neckline adorned with a bow tie, long sleeves with elastic cuffs that create a slight puff effect, and a waist-length hem. It is paired with a solid white skirt that has a medium thickness and no added embellishments, contributing to a clean and elegant silhouette."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1696850017182_45e4539d449548f2ac11d186d4321364.jpg,,
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697008532237_6a99eb5d9e32453dbec414ef738a3dc8.jpg,"The image is set in a minimalist indoor studio with a solid white background, emphasizing the outfit without distractions. The lighting is soft and even, creating a bright atmosphere that highlights the model.","The model is wearing a stylish T-shirt characterized by a regular fit, featuring a slightly relaxed H silhouette. The top has a round neckline and short sleeves with plain cuffs. The asymmetrical ruffle detail on one shoulder adds a modern twist, while the straight hem provides a clean finish. Complementing the top is a black pleated skirt, which is mid-length and showcases a classic pleated design."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697008993931_124b3ba3beb04bbbbdca5d95f5247f4e.jpg,"The image features a clean indoor studio setting with a solid white background, providing a minimalist aesthetic that emphasizes the vibrant dress worn by the model. The lack of additional props keeps the focus on the garment and its design elements.","The model is wearing a vibrant A-line midi dress that features a fitted bodice and flares gently towards the hem. It has a deep V-neckline and puff sleeves, contributing to its playful yet elegant appearance. The waist is cinched with a belted closure, accentuating the wearer's figure. The silhouette is complemented by an asymmetrical design, adding a modern twist."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697008993931_124b3ba3beb04bbbbdca5d95f5247f4e.jpg,"The image features a clean indoor studio setting with a solid white background, providing a minimalist aesthetic that emphasizes the vibrant dress worn by the model. The lack of additional props keeps the focus on the garment and its design elements.","The model is wearing a vibrant A-line midi dress that features a fitted bodice and flares gently towards the hem. It has a deep V-neckline and puff sleeves, contributing to its playful yet elegant appearance. The waist is cinched with a belted closure, accentuating the wearer's figure. The silhouette is complemented by an asymmetrical design, adding a modern twist."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697009202131_f11478305dc442d9838f983c800083ac.jpg,"The image showcases a simple indoor studio setting with a pure white background, creating a clean and modern atmosphere. The lighting is soft and even, accentuating the model and the dress without harsh shadows, ensuring that the focus remains solely on the garment.","The model is wearing a knee-length A-line dress characterized by a fitted bodice that elegantly flares from the waist, creating a refined silhouette. The dress features a round neckline, three-quarter sleeves with regular cuffs, and a belted closure that cinches at the waist to enhance the wearer's figure. The overall design is symmetrical, presenting a modern yet classic appearance."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697011623724_b90867abad834fd59e7a422304ba9e11.jpg,"The image features an urban street setting during the day, with soft neutral tones and subtle hints of gray reflecting off modern glass buildings. The background is blurred, creating a dynamic urban atmosphere that emphasizes the model in the foreground, who is casually holding a coffee cup.","The model is wearing a loose-fit blouse characterized by an asymmetrical design. It features a round neckline and standard shoulders that lead into long sleeves adorned with ruffled cuffs. The hem is waist-length, allowing for a relaxed silhouette that complements various bottom styles."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697069569444_90db808708d6438baf0c7e6f5f5f06e2.jpg,"The scene is set in an urban outdoor setting, characterized by a textured white brick wall and a simple wooden door, providing a neutral backdrop that enhances the visual interest of the model and her attire. The natural light is soft and diffused, creating an inviting atmosphere while illuminating the details of the dress.","The model is wearing a vibrant A-line dress featuring a unique patchwork design. The dress has cap sleeves and a round neck, with an asymmetrical hemline that falls to the knee. The ultra-high waistline enhances the silhouette, and the overall cut allows for comfortable movement, making it suitable for casual outings."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697098746226_bb601a10d66b42c785f07e22d0ba8f84.jpg,"The image features an indoor photography studio with a minimalist design. The backdrop consists of a smooth white wall with subtle texture, creating a bright and clean environment that emphasizes the model and her outfit. The lighting is soft and diffused, providing even illumination across the scene without harsh shadows.","The model is wearing a stylish A-line dress characterized by a fitted bodice that cinches at the waist and flows into a flattering midi-length skirt. The dress features a V-neckline that enhances its elegance, regular shoulders, and long sleeves with slight puff at the cuffs. The asymmetrical design of the dress adds a modern twist, and the waist is defined by a matching fabric belt that ties for an adjustable fit."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697098746226_bb601a10d66b42c785f07e22d0ba8f84.jpg,"The image features an indoor photography studio with a minimalist design. The backdrop consists of a smooth white wall with subtle texture, creating a bright and clean environment that emphasizes the model and her outfit. The lighting is soft and diffused, providing even illumination across the scene without harsh shadows.","The model is wearing a stylish A-line dress characterized by a fitted bodice that cinches at the waist and flows into a flattering midi-length skirt. The dress features a V-neckline that enhances its elegance, regular shoulders, and long sleeves with slight puff at the cuffs. The asymmetrical design of the dress adds a modern twist, and the waist is defined by a matching fabric belt that ties for an adjustable fit."
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697300819545_8e5b226391264b72bebff5520b1416d6.jpg,,
https://oss-datawork-cdn.tiangong.tech/ai_images/spider/shein_us/1697301828356_398c75db76bb429ba5d4b3f30a6a7862.jpg,"The scene is set in an indoor photography studio with light neutral tones. Soft draping fabric in pastel green and white tones serves as the backdrop, complemented by delicate floral arrangements in soft colors positioned to the right of the model. The flowing sheer fabric draped from the ceiling adds texture and depth to the environment, enhancing the overall elegance of the composition.","The model is wearing an elegant evening gown characterized by an A-line silhouette that gently flares from the waist. It features an asymmetrical design with a floor-length hem, a V-neckline that enhances the décolletage, and delicate spaghetti straps for support. The gown has no visible closures, providing a seamless and sophisticated finish, with an ultra-high waistline that accentuates the model's figure."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/024a3de7aecbf1cc030913bd49a36ba9_1703850221672_accb3f9b950149c0be613232879875aa.jpg,"The image showcases an indoor photography studio with a minimalist two-tone background, one side in soft yellow and the other in light green. The setting is unobtrusive, with no additional decorations, allowing the focus to remain on the model and her outfit.","The outfit features a fitted black T-shirt with a round neckline and cap sleeves, presenting a sleek silhouette. It is paired with high-waisted brown shorts that have a tailored look, complete with pleats for added structure. The shorts are designed with a buttoned waistband and a flat hem, reaching mid-thigh to create a balanced proportion with the fitted top."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/028094c79da7f3ce73f2f3ec5a18471f_1703915261553_1b06046311d642bfb24456fc3d9a648f.jpg,,
https://oss-proxy.textile-story.com/images_en/v1/meida_1/0498c05c0f24cd04cdb5a0484bb51f1f_1703904244909_230aa136036f43d3b99f521261679d24.jpg,"The image is set in a minimalistic indoor photography studio with soft beige walls and a uniform background without gradients. A vintage green rotary phone sits on the left, adding a subtle touch of nostalgia, while a basket of bread in the foreground enhances the casual atmosphere.","The model is wearing a loose-fit casual sweatshirt characterized by a round neckline and straight sleeves that extend to the wrists. The design is symmetrical, featuring a waist-length hem suitable for pairing with high-waisted bottoms. There are no closures, allowing for easy wear and a streamlined silhouette. The shoulder seams are designed with contrasting strips, and the cuffs have a ribbed detail."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/096f62d4ad3502b5898afc3398d4d9ab_1707076343559_7c9df45be5be4012a25d9126aa03ed22.jpg,"The image features a snowy urban street setting with blurred outlines of vehicles in the background, creating a modern and lively atmosphere. The soft gray and white tones of the snow contrast with the deep colors of the outfit, emphasizing the fashion statement in a chic winter environment.","The model is dressed in a fitted long-sleeve top paired with an asymmetrical wrap skirt. The top has a high neck design and straight fitted sleeves, creating a sleek silhouette. The skirt features a unique asymmetrical cut, with a tie waistband and a knot detail secured by a metal ring, adding a touch of sophistication. The skirt's length is short, sitting above the knee at its shortest point."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/101f81fe3ffffcd23c772ab05d4635cd_1703917919741_78996062641b458aab6e3ca0ed66ef07.jpg,"The scene features a cozy indoor setting decorated for the holidays, with a beautifully adorned Christmas tree in the background. Soft white walls provide a warm backdrop, complemented by red and gold accents from the decorations. Plush decorative pillows are scattered on the sofa, while Christmas gifts are visible, enhancing the festive atmosphere.","The model is wearing a loose-fitting red dress characterized by a relaxed silhouette and short hemline that falls above mid-thigh. The design features a V-neckline with a choker detail, long sleeves with regular cuffs, and a symmetrical design. Notably, there are no closures, allowing for easy wear. The dress has a dropped shoulder style, contributing to its casual aesthetic."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/1062a4a72f647b39b83a305b3779bc4f_1703887589548_60032108d26b43aa9288d74cb7a9cb60.jpg,"The image showcases a modern indoor photography studio with a light gray background that creates a neutral tone. The minimalist design features mirrored walls that reflect soft natural light from large windows, enhancing the overall brightness and clarity of the scene. The decor is understated, with a few clear glass objects in the background, accentuating the contemporary aesthetic and allowing the model to stand out prominently in the foreground.","The outfit consists of a stylish crop top and a fitted mini denim skirt. The crop top features a straight neckline and spaghetti straps, enhancing the shoulders with a slim fit structure. The skirt is designed in an A-line silhouette with a mini length and a double-layer waistband, showcasing a clean cut. The overall design is youthful and trendy, perfect for casual summer outings."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/1329b563e7eee77fd60398f5146134ab_1705524933507_ec9833a361b3446faadd001a81e37d79.jpg,"The scene is set in an outdoor garden, featuring lush greenery with tall plants providing a vibrant backdrop. A modern architectural structure is partially visible, enhancing the contemporary feel of the setting. The natural green tones from the plants contrast with the soft gray and white of the outfit, creating a harmonious blend with the environment.","The model is wearing a stylish A-line dress that is cinched at the waist, flaring out toward the knee-length hem. It features a square neckline accentuated by a contrasting white collar with scalloped edges. The dress has puff sleeves that contribute to a feminine silhouette and white cuffs that coordinate with the collar. The symmetrical design of the button placket runs down the front, adding both functionality and decorative appeal."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/137a52c684ec53c54f0fe9a4388e6a83_1703909616017_6aacaf6c757c4b17b8c2b9479f96b773.jpg,"The image is set in an indoor photography studio with a clean and minimalist white background. The simplicity of the backdrop emphasizes the model and the outfit, creating a bright and fresh atmosphere. There are small decorative elements like a simple wooden chair on the left side and a few small flowers scattered on the floor, adding subtle interest without detracting from the main focus.","The model is wearing a stylish wrap dress featuring an A-line silhouette that cinches at the waist and flares gently downwards. The dress is designed with a flattering V-neckline and puff sleeves that enhance its feminine appeal. The hemline is asymmetrical, with one side longer than the other, contributing to its dynamic look. The dress also incorporates an asymmetrical design detail that adds uniqueness, and it fastens with a tie closure at the waist for an adjustable fit."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/1441b240dc7a292ce6da29298f3c0d75_1703955826914_8b12725a985c4fb3954be9fb651ca80d.jpg,"The setting is an indoor modern apartment interior with neutral beige walls that feature a subtle texture. The background includes framed artwork on the wall and simple wall paneling, providing an elegant yet minimalistic atmosphere. A hint of a door can be seen, enhancing the contemporary feel of the space.","The model is wearing a stylish purple blouse characterized by a fitted silhouette that highlights the body's natural shape. The blouse features a classic collar neckline and puff sleeves that taper into fitted cuffs, creating a sophisticated look. A button placket runs symmetrically down the front, contributing to its structured design. The hemline is waist-length, allowing for versatile styling options."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/19bd0b0fd471313765a6596552432c12_1708839084260_4d489d4bc33c4446a051f453fffb676e.jpg,"The image features an indoor photography studio with a light gray uniform background, creating a minimalist aesthetic that emphasizes the model and her outfit. Soft natural light enters from the right side at an angle, illuminating the scene and casting gentle highlights on the model.","The model is wearing a cropped jacket made of soft corduroy in a rich brown color, featuring a loose fit silhouette that offers a relaxed appearance. The jacket has a collarless neckline and drop shoulder design, complemented by puff sleeves gathered at the cuffs. The hem of the jacket is cropped, allowing it to be paired seamlessly with high-waisted black denim jeans. The closure is a button placket with silver-tone buttons, adding a subtle contrast."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/1a2097ea8f998be83931402b227c0265_1704114580422_87a58401e0f14ea2a5333db6e1bbf27f.jpg,"The scene is set in a modern kitchen interior, characterized by sleek cabinetry and minimalistic design. The soft beige tones of the walls are complemented by light wood accents, creating a warm and inviting atmosphere. Natural light streams in through a window, illuminating the space evenly and enhancing the overall aesthetic. The kitchen features a glass of water and a coffee cup on the counter, adding to the domestic setting, while simple wall decor maintains a clean and uncluttered look.","The model is wearing a sophisticated blouse and a flowy skirt ensemble. The blouse has a regular fit, featuring a classic collared neckline with a contrasting taupe bow tie detail. Its puffed shoulder design contributes to a feminine silhouette, while the long sleeves are fitted at the cuffs, adorned with decorative buttons. The skirt is a deep rusty red, flowing and complementing the blouse's elegant structure."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/2c28fcd3584bcabaab6183b4c65e0acb_1709180485972_40976d53a50942a48d1199405bbb36a9.jpg,,
https://oss-proxy.textile-story.com/images_en/v1/meida_1/2e8a92290d8231c390591d4dd814306f_1703788969933_4ccba5ac49e04fc8804f16de3c310203.jpg,"The image features an indoor photography studio with a minimalist setting. The background is a light gray color, uniform without gradients or patterns, creating a simple and clean look. There are no additional decorations or details, emphasizing the model and the outfit.","The model is wearing a loose-fitting, layered outfit consisting of a cream-colored shirt and wide-leg blue denim pants. The shirt has a drop shoulder design and long sleeves, providing a relaxed silhouette with a collarless neckline and a straight hem that falls just below the hip. The pants are wide-leg, flaring gently from the knee down, presenting a modern aesthetic."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/30d99501783f4aa3a5604bd151a1699c_1708537834490_9b4b2ac89ebb45fcbd7b4a36613d91f2.jpg,"The scene is set in an indoor photography studio with large glass windows revealing lush greenery outside. The neutral tones of the room are complemented by warm wood accents and soft beige elements, creating a serene atmosphere. A glass coffee table is positioned in front of the model, with a black leather couch to the right and a dress form in the background, enhancing the stylish setting.","The model is wearing a long white coat made of breathable cotton, layered over a simple light beige fitted skirt crafted from linen. The coat features a loose fit silhouette with an open front design, a round neckline, and dropped shoulders, which contribute to its relaxed aesthetic. The wide sleeves enhance the airy feel, while the skirt has an ankle-length asymmetrical design that adds visual interest."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/31d726142661263b5c93967373044479_1703880333716_4c03ab9737194ec0881b1493e5b17fe0.jpg,"The image shows an indoor photography studio with a light gray background that has a soft and uniform tone. The setting is minimalist, featuring plain textured walls that do not distract from the model and the outfit, creating a clean and modern look.","The model is wearing a loose-fit sweater designed for casual comfort, featuring an H silhouette. The design includes a round neckline and a drop shoulder style that enhances the relaxed vibe. The long sleeves are slightly oversized with ribbed cuffs, and the hem is waist-length with a ribbed finish, making it versatile for pairing with various bottoms. The sweater has no closures, ensuring a smooth and uninterrupted design."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/3c7c67e3589968889a8caf4a0f21d6e3_1708937251764_72382741749d41159fffafad4e7802c8.jpg,"The image depicts an outdoor urban setting featuring a softly blurred cityscape in the background. The environment includes faint outlines of buildings and trees, enhancing the depth of the scene while maintaining a focus on the model. The overall color tone is soft and neutral, with a hint of warm sunlight filtering through, creating an inviting atmosphere.","The model is adorned in a stylish outerwear piece, a brown suede jacket characterized by its regular fit and asymmetrical design. The jacket features a notch lapel collar and straight sleeves, with a short hem that cropped just above the waist. It is pocketless, maintaining a sleek appearance, and the fringed details cascade from the shoulders to the hem, adding a dynamic flair."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/3fa035bf9d033a92384aad92b14cc3f5_1703872969081_43358fe46c23436d901eabc9691d1227.jpg,"The image shows a studio setting with a minimalist background in soft beige tones. The focus remains on the model and the outfit, providing a neutral backdrop that enhances the sophisticated appearance of the clothing.","The model is wearing a stylish cropped top made from a lightweight silk and polyester blend, featuring a square neckline and sleeveless design that emphasizes the shoulders. The top has a fitted silhouette that highlights the wearer's figure. Paired with high-waisted brown wool blend pants, the pants feature a straight cut with a cropped length and a flat hem, providing a relaxed yet polished look. The pants have a pleated front design with two decorative buttons on the waistband."
https://oss-proxy.textile-story.com/images_en/v1/meida_1/4167560fac44628bce2a55d3a997d6a7_1704562265850_85d04f899ea145e2bf962173fa0ac04d.jpg,,
https://oss-proxy.textile-story.com/images_en/v1/meida_1/44421a1247b04281829857d51d35b3a5_1707108757855_becb1f5f590e47f681d4d5db3ed90c36.jpg,"The image features an indoor photography studio with a minimalist design. The backdrop is a plain white color, creating a bright atmosphere that emphasizes the model and her outfit. There are no additional props or decorations, ensuring the focus remains on the clothing.","The model is dressed in a stylish ensemble consisting of a cropped beige wool blend jacket and a short mini skirt. The jacket showcases a regular fit silhouette with a round neckline and long sleeves, featuring a button placket at the front. It includes two chest pockets that enhance its structured appearance. The skirt is an A-line style crafted from a warm wool blend, featuring a plaid pattern in dark green, accented with yellow and brown lines, providing a fashionable yet casual look."
